RK,PLAYER,POS,TEAM,AST,TOTAL,COMB,SACK,YDSL,PD,INT,YDS,LONG,TD,FF,REC,TD,YEAR
NA,Anquan Boldin, WR,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Jacoby Jones, WR,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Ed Dickson, TE,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Sergio Kindle, LB,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,
NA,Anthony Levine Sr., CB,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Jah Reid, OT,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Torrey Smith, WR,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Kelechi Osemele, G,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Asa Jackson, CB,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Adrian Hamilton, LB,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Justin Tucker, PK,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Kevin Walter, WR,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Arian Foster, RB,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Antoine Caldwell, C,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
,
1441,Tyler Clutts, FB,HOU,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Derek Newton, OT,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Eddie Pleasant, S,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2012
1444,Michael Turner, RB,ATL,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Justin Blalock, OG,ATL,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Jason Campbell, QB,CHI,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Chris Spencer, C,CHI,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Jonathan Scott, OT,CHI,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Chilo Rachal, OG,CHI,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Bruce Gradkowski, QB,CIN,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,
NA,Mohamed Massaquoi, WR,CLE,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Montario Hardesty, RB,CLE,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Hall Davis, DE,CLE,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Brandon Weeden, QB,CLE,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Trent Richardson, RB,CLE,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Mitchell Schwartz, OT,CLE,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Tony Romo, QB,DAL,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Doug Free, OT,DAL,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Peyton Manning, QB,DEN,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Jeff Saturday, C,GB,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,
NA,Aaron Rodgers, QB,GB,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Jordan Miller, DT,GB,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Vick Ballard, RB,IND,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Nathan Palmer, WR,IND,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Brady Quinn, QB,KC,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Steve Breaston, WR,KC,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Willie Smith, OT,OAK,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Kellen Clemens, QB,LAR,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Robert Turner, OG,LAR,0,0,0,0.0,0,0,0,0,0,0,0,1,0,2012
NA,Sam Bradford, QB,LAR,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,
NA,Rodger Saffold, G,LAR,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Johnny Hekker, P,LAR,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Jorvorskie Lane, FB,MIA,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Daniel Thomas, RB,MIA,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Jonathan Martin, OT,MIA,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Brandon Lloyd, WR,NE,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2012
NA,Nate Solder, OT,NE,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Pierre Thomas, RB,NO,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Jimmy Graham, TE,NO,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
NA,Mark Ingram, RB,NO,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
,
1,London Fletcher, LB,WSH,70,96,166,1.5,16,8,2,0,0,0,3,0,0,2011
2,D'Qwell Jackson, LB,CLE,42,116,158,3.5,25,3,1,24,24,0,1,3,0,2011
3,Chad Greenway, LB,MIN,65,89,154,2.0,9,2,0,0,0,0,0,1,0,2011
4,Pat Angerer, LB,IND,70,78,148,1.0,0,3,1,0,0,0,2,1,0,2011
5,Curtis Lofton, LB,ATL,60,87,147,1.0,8,7,2,30,26,1,1,1,0,2011
6,James Anderson, LB,CAR,47,98,145,1.5,9,9,2,5,5,0,0,3,0,2011
7,NaVorro Bowman, LB,SF,32,111,143,2.0,11,8,0,0,0,0,0,3,0,2011
8,James Laurinaitis, LB,LAR,37,105,142,3.0,24,7,2,15,15,0,0,1,0,2011
9,Antoine Bethea, S,IND,59,80,139,0.0,0,7,0,0,0,0,2,1,0,2011
10,Derrick Johnson, LB,KC,27,104,131,2.0,10,9,2,18,17,0,1,1,0,2011
NA,11,Nick Barnett, LB,BUF,52,78,130,3.0,26,5,3,80,33,1,1,0,2011
0,12,Paul Posluszny, LB,JAX,50,69,119,2.0,18,9,2,2,2,0,1,0,2011
0,13,Sean Weatherspoon, LB,ATL,33,82,115,4.0,35,8,0,0,0,0,0,1,2011
0,
NA,Desmond Bishop, LB,GB,25,90,115,5.0,49,1,0,0,0,0,2,0,0,2011
NA,David Hawthorne, LB,SEA,42,73,115,2.0,8,6,3,111,77,1,0,1,0,2011
16,Brian Cushing, LB,HOU,38,76,114,4.0,21,5,2,5,5,0,2,0,0,2011
17,Stephen Tulloch, LB,DET,27,84,111,3.0,16,5,2,9,9,0,0,3,1,2011
18,DeAndre Levy, LB,DET,36,73,109,1.0,15,1,1,7,7,0,1,0,0,2011
NA,Tyvon Branch, S,OAK,29,80,109,1.0,10,4,1,0,0,0,0,1,0,2011
NA,E.J. Henderson, LB,MIN,29,80,109,2.0,23,3,0,0,0,0,3,0,0,2011
NA,21,Morgan Burnett, S,GB,29,78,107,1.0,3,11,3,0,0,0,2,2,2011
0,
NA,Yeremiah Bell, SS,MIA,26,81,107,2.0,14,4,1,20,20,0,0,1,0,2011
NA,Daryl Washington, LB,ARI,12,95,107,5.0,27,7,2,16,16,0,0,0,0,2011
NA,Daryl Smith, LB,JAX,33,74,107,3.5,37,8,1,25,25,0,2,0,0,2011
25,George Wilson, SS,BUF,28,78,106,0.0,0,6,4,26,12,0,2,1,0,2011
NA,Kevin Burnett, LB,MIA,22,84,106,2.5,19,3,1,34,34,1,0,0,0,2011
NA,Takeo Spikes, LB,LAC,42,64,106,1.0,8,3,1,45,45,0,0,0,0,2011
28,Lance Briggs, LB,CHI,19,86,105,0.0,0,4,1,0,0,0,2,0,0,2011
NA,Sean Lee, LB,DAL,34,71,105,0.0,0,7,4,87,37,0,0,2,0,2011
30,Kavell Conner, LB,IND,54,50,104,0.0,0,2,0,0,0,0,1,1,0,2011
NA,31,Jason McCourty, CB,TEN,20,83,103,1.0,10,13,2,52,30,0,1,1,2011
0,
NA,Karlos Dansby, LB,MIA,15,88,103,2.0,13,4,1,14,14,0,1,0,0,2011
33,Brian Urlacher, LB,CHI,18,84,102,0.0,0,7,3,7,8,0,0,2,1,2011
34,Ryan Clark, FS,PIT,29,71,100,1.0,7,5,1,10,10,0,0,0,0,2011
35,Charles Tillman, CB,CHI,17,82,99,1.0,1,12,3,66,44,2,4,2,0,2011
NA,Thomas Howard, LB,CIN,35,64,99,1.0,4,4,0,0,0,0,2,0,0,2011
NA,Rolando McClain, LB,OAK,22,77,99,5.0,37,14,0,0,0,0,0,0,0,2011
38,Jairus Byrd, S,BUF,23,75,98,1.0,9,8,3,88,37,1,3,1,0,2011
NA,Earl Thomas, S,SEA,29,69,98,0.0,0,7,2,19,11,0,1,2,0,2011
40,Wesley Woodyard, LB,DEN,30,67,97,0.0,0,2,0,0,0,0,3,0,0,2011
,
41,Patrick Willis, LB,SF,23,74,97,2.0,12,12,1,10,10,0,4,2,0,2011
NA,Kam Chancellor, S,SEA,22,75,97,1.0,10,13,4,27,9,0,3,1,0,2011
NA,Dawan Landry, SS,JAX,26,71,97,0.5,2,4,2,28,28,0,1,1,0,2011
44,Antrel Rolle, S,NYG,14,82,96,0.0,0,4,2,-1,0,0,1,0,0,2011
NA,Donald Butler, LB,LAC,18,78,96,2.0,17,2,1,2,2,0,2,1,1,2011
46,Jerod Mayo, LB,NE,37,58,95,1.0,5,4,2,4,2,0,1,0,0,2011
NA,Roman Harper, S,NO,22,73,95,7.5,55,7,0,0,0,0,2,1,0,2011
NA,Ray Lewis, LB,BAL,23,72,95,2.0,16,7,1,4,4,0,2,0,0,2011
49,Charlie Peprah, SS,GB,29,65,94,0.0,0,10,5,147,76,1,1,0,0,2011
50,Jordan Babineaux, SS,TEN,21,72,93,0.0,0,7,1,97,97,1,1,1,0,2011
NA,
NA,Michael Boley, LB,NYG,19,74,93,1.0,6,3,0,0,0,0,1,3,1,2011
NA,Paris Lenon, LB,ARI,29,64,93,3.0,18,3,0,0,0,0,0,1,0,2011
NA,Lawrence Timmons, LB,PIT,25,68,93,2.0,13,5,1,0,0,0,2,0,0,2011
54,Jamar Chaney, LB,PHI,25,67,92,1.0,9,8,3,25,14,0,0,0,0,2011
NA,Sean Jones, DB,TB,16,76,92,1.0,10,3,0,0,0,0,1,2,0,2011
56,Quintin Mikell, SS,LAR,16,75,91,1.0,9,5,2,11,11,0,5,1,0,2011
NA,Troy Polamalu, SS,PIT,27,64,91,1.0,0,14,2,33,33,0,0,1,1,2011
58,D.J. Williams, LB,DEN,20,70,90,5.0,38,2,0,0,0,0,3,1,0,2011
NA,DeAngelo Hall, S,WSH,25,65,90,0.0,0,16,3,46,26,0,1,0,0,2011
60,Eric Smith, FS,NYJ,23,66,89,2.5,21,4,1,2,2,0,0,1,0,2011
NA,
NA,Leroy Hill, LB,SEA,21,68,89,4.0,32,0,0,0,0,0,1,0,0,2011
62,Rey Maualuga, LB,CIN,35,53,88,0.0,0,2,1,2,2,0,3,1,0,2011
NA,Kyle Arrington, CB,NE,22,66,88,0.0,0,15,7,92,28,0,0,1,0,2011
NA,Eric Weddle, S,LAC,18,70,88,0.0,0,11,7,89,26,0,0,0,0,2011
NA,Reed Doughty, SS,WSH,30,58,88,0.0,0,0,0,0,0,0,2,1,0,2011
66,Jovan Belcher, LB,KC,26,61,87,0.0,0,1,0,0,0,0,0,0,0,2011
NA,Devin McCourty, S,NE,22,65,87,0.0,0,13,2,38,38,0,0,0,0,2011
68,Thomas DeCoud, FS,ATL,19,67,86,0.0,0,6,4,77,49,0,0,0,0,2011
NA,Jason Pierre-Paul, DE,NYG,21,65,86,16.5,112,7,0,0,0,0,2,0,0,2011
NA,David Harris, LB,NYJ,21,65,86,5.0,21,8,4,55,35,1,0,0,0,2011
NA,71,Reggie Nelson, S,CIN,26,59,85,2.0,16,12,4,115,75,1,2,0,2011
0,72,A.J. Hawk, LB,GB,31,53,84,1.5,14,3,0,0,0,0,0,0,2011
0,
NA,Philip Wheeler, LB,IND,37,47,84,1.0,6,0,0,0,0,0,1,0,0,2011
NA,Darian Stewart, S,LAR,17,67,84,3.0,23,11,1,27,27,1,2,0,0,2011
NA,Mathias Kiwanuka, DE,NYG,22,62,84,3.5,28,2,1,9,9,0,1,1,0,2011
NA,Mason Foster, LB,TB,26,58,84,2.0,13,2,1,0,0,0,1,1,0,2011
NA,Charles Godfrey, S,CAR,18,66,84,1.0,6,7,2,30,21,0,1,0,0,2011
NA,Jameel McClain, LB,BAL,34,50,84,1.0,4,4,1,8,8,0,0,2,1,2011
79,Ahtyba Rubin, DT,CLE,27,56,83,5.0,37,0,0,0,0,0,0,0,0,2011
80,Kenny Phillips, S,NYG,23,59,82,0.0,0,11,4,50,31,0,1,0,0,2011
,
81,Chris Chamberlain, LB,LAR,17,64,81,2.0,9,1,1,4,4,0,1,0,0,2011
82,Jo-Lonn Dunbar, LB,NO,22,57,79,1.0,3,6,0,0,0,0,2,0,0,2011
NA,Ronde Barber, FS,TB,12,67,79,1.0,6,9,3,12,12,0,1,1,0,2011
84,Jacquian Williams, LB,NYG,20,58,78,1.0,8,4,0,0,0,0,0,3,0,2011
NA,Kurt Coleman, S,PHI,22,56,78,0.0,0,5,4,60,35,0,1,0,0,2011
NA,Richard Marshall, CB,ARI,9,69,78,2.0,6,11,3,83,49,0,0,0,0,2011
NA,James Farrior, LB,PIT,24,54,78,2.0,13,3,0,0,0,0,0,0,0,2011
NA,Cary Williams, CB,BAL,17,61,78,0.0,0,18,0,0,0,0,2,0,0,2011
89,Tim Jennings, CB,CHI,8,69,77,0.0,0,10,2,2,1,0,1,1,0,2011
NA,Malcolm Jenkins, S,NO,14,63,77,1.0,10,9,0,0,0,0,1,1,1,2011
NA,
NA,Glover Quin, S,HOU,18,59,77,0.0,0,9,0,0,0,0,0,1,0,2011
92,Akeem Ayers, LB,TEN,26,50,76,2.0,10,1,0,0,0,0,1,1,0,2011
93,Gerald Sensabaugh, FS,DAL,14,61,75,0.0,0,3,2,11,11,0,2,2,0,2011
NA,Joe Mays, LB,DEN,11,64,75,0.0,0,2,0,0,0,0,0,0,0,2011
NA,Cortland Finnegan, CB,TEN,17,58,75,1.0,14,11,1,8,8,0,0,1,0,2011
NA,Michael Griffin, S,TEN,16,59,75,0.0,0,7,2,0,0,0,1,0,0,2011
NA,Jamarca Sanford, S,MIN,29,46,75,0.0,0,5,2,69,52,0,1,2,0,2011
NA,Dan Connor, LB,CAR,21,54,75,0.0,0,0,0,0,0,0,1,0,0,2011
NA,Bernard Pollard, SS,BAL,20,55,75,2.0,14,13,1,0,0,0,3,1,0,2011
100,Eric Wright, DB,DET,7,67,74,0.0,0,16,4,49,22,0,1,0,0,2011
NA,
NA,Charles Woodson, S,GB,12,62,74,2.0,11,17,7,63,30,1,1,1,0,2011
NA,Rob Ninkovich, LB,NE,31,43,74,6.5,54,4,2,30,18,1,1,3,0,2011
103,Chris Harris Jr., CB,DEN,10,62,72,0.0,0,6,1,15,15,0,0,0,0,2011
NA,Jacob Lacey, DB,IND,24,48,72,0.0,0,6,1,32,32,1,3,1,0,2011
NA,Calvin Pace, LB,NYJ,19,53,72,4.5,16,2,1,8,8,0,3,1,0,2011
NA,Calais Campbell, DE,ARI,19,53,72,8.0,64,10,1,0,0,0,2,1,0,2011
107,Jabari Greer, CB,NO,11,60,71,0.0,0,18,1,2,2,0,0,0,0,2011
NA,Jordan Senn, LB,CAR,28,43,71,0.0,0,2,1,21,21,0,4,0,0,2011
109,Kelvin Sheppard, LB,BUF,24,46,70,0.0,0,1,0,0,0,0,0,1,0,2011
NA,Chris Gocong, LB,CLE,21,49,70,3.5,23,3,0,0,0,0,2,1,0,2011
NA,
NA,Usama Young, SS,CLE,19,51,70,0.0,0,1,1,28,28,0,0,0,0,2011
NA,Amari Spievey, SS,DET,8,62,70,1.0,0,4,3,47,30,0,0,1,0,2011
NA,Matt Giordano, FS,OAK,14,56,70,1.0,10,5,5,130,62,0,1,0,0,2011
NA,Erin Henderson, LB,MIN,26,44,70,1.5,3,2,0,0,0,0,2,0,0,2011
NA,Terrell Suggs, LB,BAL,20,50,70,14.0,91,6,2,9,9,0,7,0,0,2011
116,James Ihedigbo, S,NE,23,46,69,0.0,0,1,0,0,0,0,0,0,0,2011
NA,Scott Shanle, LB,NO,26,43,69,1.0,7,5,1,12,12,0,1,0,0,2011
118,Abram Elam, FS,DAL,14,54,68,0.0,0,0,0,0,0,0,1,1,0,2011
NA,Justin Durant, LB,DET,15,53,68,1.0,0,1,0,0,0,0,1,0,0,2011
NA,Colin McCarthy, LB,TEN,14,54,68,0.0,0,3,1,0,0,0,2,2,0,2011
,
121,Perry Riley Jr., LB,WSH,33,35,68,1.0,3,4,0,0,0,0,0,2,0,2011
NA,Sherrod Martin, S,CAR,18,50,68,0.0,0,8,3,16,15,0,0,0,0,2011
123,David Caldwell, DB,IND,26,41,67,0.0,0,4,0,0,0,0,0,0,0,2011
NA,Reshad Jones, S,MIA,18,49,67,2.0,14,4,1,1,1,0,0,0,0,2011
NA,Cedric Griffin, SS,MIN,12,55,67,0.0,0,9,1,0,0,0,3,0,0,2011
NA,Steve Gregory, DB,LAC,11,56,67,0.0,0,3,1,26,26,1,0,0,0,2011
NA,Dashon Goldson, S,SF,12,55,67,0.0,0,9,6,53,21,0,1,1,0,2011
NA,Lardarius Webb, S,BAL,13,54,67,1.0,6,20,5,81,73,1,1,0,0,2011
129,Bryan Scott, LB,BUF,15,51,66,1.0,2,6,2,43,43,1,0,1,1,2011
NA,Domata Peko Sr., DT,CIN,32,34,66,2.5,19,0,0,0,0,0,1,1,0,2011
NA,
NA,Anthony Spencer, DE,DAL,15,51,66,6.0,18,1,0,0,0,0,4,0,0,2011
NA,Tamba Hali, LB,KC,18,48,66,12.0,80,0,0,0,0,0,4,0,0,2011
NA,Jared Allen, DE,MIN,18,48,66,22.0,151,3,1,14,14,0,4,4,0,2011
NA,Bart Scott, LB,NYJ,12,54,66,4.5,28,1,0,0,0,0,1,1,0,2011
NA,A.J. Jefferson, CB,ARI,6,60,66,0.0,0,12,1,0,0,0,0,0,0,2011
136,Joe Haden, CB,CLE,12,53,65,1.0,0,19,0,0,0,0,1,1,0,2011
NA,Adrian Wilson, DB,ARI,17,48,65,0.0,0,14,1,17,17,0,1,0,0,2011
NA,K.J. Wright, LB,SEA,15,50,65,2.0,9,3,0,0,0,0,1,1,0,2011
NA,Rocky McIntosh, LB,WSH,27,38,65,1.0,8,1,0,0,0,0,0,0,0,2011
140,Mike Adams, S,CLE,20,44,64,0.0,0,6,3,33,29,0,1,1,0,2011
NA,
NA,Von Miller, LB,DEN,14,50,64,11.5,77,4,0,0,0,0,2,0,0,2011
NA,Tramon Williams, CB,GB,11,53,64,0.0,0,22,4,92,43,1,0,1,0,2011
NA,Deon Grant, S,NYG,19,45,64,1.0,10,6,1,0,0,0,0,1,0,2011
NA,Patrick Peterson, CB,ARI,5,59,64,1.0,4,13,2,1,1,0,0,0,0,2011
NA,Geno Hayes, LB,TB,19,45,64,0.0,0,2,1,8,8,0,2,0,0,2011
NA,Haloti Ngata, DT,BAL,28,36,64,5.0,21,5,0,0,0,0,2,3,1,2011
NA,DeMeco Ryans, LB,HOU,20,44,64,0.0,0,4,0,0,0,0,1,0,0,2011
148,Kamerion Wimbley, LB,OAK,11,52,63,7.0,54,3,1,73,73,0,0,0,0,2011
NA,Ryan Kerrigan, LB,WSH,22,41,63,7.5,56,4,1,9,9,1,4,0,0,2011
150,Glenn Dorsey, DL,KC,31,31,62,0.0,0,0,0,0,0,0,0,0,0,2011
NA,
NA,Sean Smith, CB,MIA,10,52,62,0.0,0,7,2,7,7,0,0,0,0,2011
NA,Patrick Chung, S,NE,25,37,62,1.0,3,4,1,0,0,0,0,0,0,2011
NA,Donte Whitner, DB,SF,13,49,62,0.0,0,10,2,48,48,0,1,3,0,2011
NA,Josh Wilson, CB,WSH,14,48,62,0.0,0,15,2,0,0,0,1,1,0,2011
155,Chris Crocker, DB,CIN,16,45,61,3.5,14,5,0,0,0,0,1,0,0,2011
NA,Ernie Sims, LB,IND,29,32,61,0.0,0,1,0,0,0,0,0,0,0,2011
NA,Craig Dahl, S,LAR,9,52,61,0.0,0,1,1,-3,-3,0,3,0,0,2011
NA,William Gay, CB,PIT,12,49,61,0.0,0,13,2,12,12,0,0,1,0,2011
NA,E.J. Biggers, DB,TB,6,55,61,0.0,0,10,1,0,0,0,0,0,0,2011
160,Erik Walden, LB,GB,19,41,60,3.0,17,2,0,0,0,0,2,1,1,2011
,
161,Kendrick Lewis, S,KC,12,48,60,0.0,0,10,3,119,59,1,1,1,0,2011
NA,Aaron Ross, CB,NYG,14,46,60,0.0,0,12,4,19,19,0,0,0,0,2011
NA,Oshiomogho Atogwe, DB,WSH,25,35,60,0.5,3,6,3,42,26,0,0,0,0,2011
164,Phil Taylor Sr., DT,CLE,22,37,59,4.0,14,1,0,0,0,0,1,0,0,2011
NA,Brandon Flowers, CB,KC,12,47,59,0.0,0,20,4,95,58,1,0,0,0,2011
NA,Nate Allen, S,PHI,13,46,59,0.0,0,7,2,44,31,0,0,0,0,2011
NA,James Harrison, LB,PIT,11,48,59,9.0,54,0,0,0,0,0,2,0,0,2011
NA,Quincy Black, LB,TB,11,48,59,0.0,0,1,1,0,0,0,1,0,0,2011
NA,Brian Orakpo, LB,WSH,25,34,59,9.0,61,5,0,0,0,0,3,1,0,2011
NA,Danieal Manning, SS,HOU,15,44,59,0.0,0,5,2,22,22,0,0,0,0,2011
NA,171,Major Wright, S,CHI,16,42,58,0.0,0,7,3,60,36,1,0,0,2011
0,
NA,DeMarcus Ware, LB,DAL,11,47,58,19.5,125,2,0,0,0,0,2,1,0,2011
NA,Justin King, DB,LAR,11,47,58,1.0,6,5,1,51,51,0,1,0,0,2011
NA,Sione Po'uha, DT,NYJ,17,41,58,1.0,11,3,0,0,0,0,1,2,0,2011
NA,Justin Smith, DE,SF,13,45,58,7.5,44,2,0,0,0,0,3,1,0,2011
NA,Captain Munnerlyn, CB,CAR,15,43,58,2.0,7,5,0,0,0,0,1,1,0,2011
177,Barrett Ruud, LB,TEN,17,40,57,0.0,0,3,1,4,4,0,0,0,0,2011
NA,Antonio Garay, DE,LAC,20,37,57,2.5,10,0,0,0,0,0,0,0,0,2011
NA,Jeremy Mincey, DE,JAX,17,40,57,8.0,54,1,1,5,5,0,4,1,0,2011
180,Quinton Carter, SS,DEN,11,45,56,1.0,4,0,0,0,0,0,0,0,0,2011
NA,
NA,Will Witherspoon, LB,TEN,15,41,56,2.0,7,3,1,7,7,0,1,2,0,2011
NA,Justin Houston, LB,KC,10,46,56,5.5,28,4,0,0,0,0,1,1,0,2011
NA,Brandon Mebane, DT,SEA,16,40,56,0.0,0,1,0,0,0,0,0,0,0,2011
NA,Jarret Johnson, LB,BAL,16,40,56,2.5,21,3,0,0,0,0,1,1,1,2011
NA,J.J. Watt, DE,HOU,8,48,56,5.5,48,4,0,0,0,0,0,2,0,2011
186,Nate Clements, SS,CIN,6,49,55,1.0,8,12,2,5,7,0,2,2,0,2011
NA,Jabaal Sheard, LB,CLE,15,40,55,8.5,74,2,0,0,0,0,5,1,0,2011
NA,Tyson Jackson, DE,KC,18,37,55,1.0,10,2,0,0,0,0,0,0,0,2011
NA,Richard Sherman, CB,SEA,8,47,55,0.0,0,17,4,45,33,0,1,0,0,2011
190,William Moore, S,ATL,14,40,54,0.5,5,9,2,56,29,0,2,0,0,2011
NA,
NA,Chris Houston, CB,DET,10,44,54,0.0,0,14,5,225,100,2,0,0,0,2011
NA,Jonathan Vilma, LB,NO,18,36,54,0.0,0,2,0,0,0,0,1,3,1,2011
NA,Brian Rolle, LB,PHI,13,41,54,1.0,6,4,0,0,0,0,1,1,1,2011
NA,Brandon Browner, CB,SEA,3,51,54,0.0,0,23,6,220,94,2,0,0,0,2011
195,Craig Steltz, SS,CHI,11,42,53,1.0,7,0,0,0,0,0,2,0,0,2011
NA,Terence Newman, CB,DAL,8,45,53,0.0,0,8,4,80,43,1,0,1,0,2011
NA,Quentin Jammer, CB,LAC,9,44,53,0.0,0,8,0,0,0,0,0,1,0,2011
NA,Antoine Cason, CB,LAC,7,46,53,0.0,0,17,2,69,64,0,0,0,0,2011
199,Dwan Edwards, DT,BUF,23,29,52,2.5,7,0,0,0,0,0,0,0,0,2011
NA,Israel Idonije, DE,CHI,11,41,52,5.0,32,0,0,0,0,0,1,2,1,2011
,
201,Manny Lawson, LB,CIN,21,31,52,1.5,6,4,0,0,0,0,0,0,0,2011
NA,Jurrell Casey, DT,TEN,13,39,52,2.5,16,1,0,0,0,0,1,1,0,2011
NA,Andre Carter, DE,NE,21,31,52,10.0,70,1,0,0,0,0,2,0,0,2011
NA,Vince Wilfork, DT,NE,23,29,52,3.5,18,5,2,47,28,0,1,2,1,2011
NA,Tracy Porter, DB,NO,10,42,52,0.0,0,9,1,-7,-7,0,2,1,0,2011
NA,Darrelle Revis, CB,NYJ,11,41,52,0.0,0,21,4,184,100,1,0,0,0,2011
NA,Ed Reed, S,BAL,8,44,52,1.0,4,8,3,25,16,0,1,0,0,2011
208,Brian Dawkins, S,DEN,13,38,51,3.0,38,6,0,0,0,0,1,0,0,2011
NA,Louis Delmas, S,DET,15,36,51,0.0,0,5,0,0,0,0,0,1,0,2011
NA,Jerraud Powers, CB,IND,18,33,51,0.0,0,6,2,19,13,1,0,0,0,2011
NA,
NA,Lamarr Houston, LB,OAK,15,36,51,1.0,2,3,1,15,15,0,0,2,0,2011
NA,Brady Poppinga, LB,LAR,14,37,51,0.0,0,2,0,0,0,0,1,2,0,2011
NA,Corey Webster, CB,NYG,8,43,51,0.0,0,17,6,71,25,0,0,0,0,2011
NA,Darnell Dockett, DT,ARI,16,35,51,3.5,30,1,0,0,0,0,0,2,0,2011
NA,Chris Clemons, DE,SEA,17,34,51,11.0,90,5,0,0,0,0,3,0,0,2011
216,Drayton Florence, DB,BUF,9,41,50,0.0,0,12,3,64,30,1,1,1,0,2011
NA,Scott Fujita, LB,CLE,13,37,50,0.0,0,3,1,3,3,0,0,0,0,2011
NA,Keith Brooking, LB,DAL,16,34,50,0.0,0,2,0,0,0,0,0,0,0,2011
NA,Clay Matthews, LB,GB,13,37,50,6.0,29,9,3,47,38,1,3,0,0,2011
NA,James Hall, DE,LAR,12,38,50,6.0,48,2,0,0,0,0,0,0,0,2011
NA,
NA,Rashad Johnson, S,ARI,10,40,50,0.0,0,1,0,0,0,0,0,1,0,2011
NA,Ahmad Brooks, LB,SF,15,35,50,7.0,44,3,0,0,0,0,1,0,0,2011
NA,Greg Hardy, DE,CAR,12,38,50,4.0,22,11,0,0,0,0,1,0,0,2011
224,Dunta Robinson, CB,ATL,10,39,49,0.0,0,9,2,28,14,0,0,0,0,2011
NA,Brent Grimes, CB,ATL,12,37,49,0.0,0,14,1,29,29,0,1,0,0,2011
NA,Orlando Scandrick, CB,DAL,7,42,49,2.0,14,5,1,0,0,0,0,0,0,2011
NA,Andre' Goodman, CB,DEN,8,41,49,0.0,0,10,2,46,26,1,0,1,0,2011
NA,Alterraun Verner, CB,TEN,6,43,49,0.0,0,8,1,4,4,0,0,0,0,2011
NA,Stanford Routt, CB,OAK,7,42,49,0.0,0,15,4,7,3,0,0,0,0,2011
