RK,PLAYER,POS,TEAM,AST,TOTAL,COMB,SACK,YDSL,PD,INT,YDS,LONG,TD,FF,REC,TD,YEAR
NA,Devonta Freeman, RB,ATL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Bruce Ellington, WR,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Daniel McCullers, DT,PIT,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Tyler Shatley, G,JAX,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Dewey McDonald, LB,SEA,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Cody Parkey, PK,MIA,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Travis Coons, KR,LAC,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Kasim Edebali, LB,DEN/DET,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Ryan Hewitt, TE,CIN,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Trey Hopkins, G,CIN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Tyler Larsen, C,CAR,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Orleans Darkwa, RB,NYG,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Xavier Grimble, TE,PIT,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Damien Williams, RB,MIA,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Chris Boswell, PK,PIT,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Adam Bighill, LB,NO,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Dexter McCoil, S,LAC/SF,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,David Johnson, RB,ARI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Brandon Scherff, G,WSH,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Laken Tomlinson, G,SF,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Max Garcia, G,DEN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Jon Feliciano, G,OAK,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Larry Pinkard, WR,JAX,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Mitch Morse, C,KC,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Geneo Grissom, DE,NE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Michael Burton, FB,CHI,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Arie Kouandjio, OT,WSH/BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Chaz Green, OT,DAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Carlos Thompson, LB,LAR,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Derron Smith, S,CIN/CLE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Derron Smith, S,CIN/CLE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,David Parry, DT,NO,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Daniel Brown, TE,CHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Rick Lovato, LS,PHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
,
1241,Braxton Miller, WR,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Harvey Langi, LB,NE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Carson Wentz, QB,PHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Joe Haeg, OT,IND,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Tyler Ervin, RB,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Justin March-Lillard, LB,DAL/MIA/SEA,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Justin March-Lillard, LB,DAL/MIA/SEA,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Nick Boyle, TE,BAL,0,1,1,0.0,0,0,0,0,0,0,2,0,0,2017
NA,Justin Currie, DB,CLE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Joey Mbu, DT,IND,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Thomas Rawls, RB,SEA,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Ameer Abdullah, RB,DET,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Michael Bennett, DT,JAX,0,1,1,0.0,0,1,0,0,0,0,0,0,0,2017
NA,Brian Mihalik, OT,DET,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Charone Peake, WR,NYJ,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Chris Moore, WR,BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,1,2017
NA,DeVante Parker, WR,MIA,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Deiontrez Mount, LB,DEN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Lafayette Pitts, CB,BUF/JAX,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Jamison Crowder, WR,WSH,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Bobby Hart, OT,NYG,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Stephen Anderson, TE,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Daniel Lasco, RB,NO,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Terron Ward, RB,ATL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Aaron Wallace, LB,TEN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Cody Whitehair, C,CHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,T.Y. McGill, DT,CLE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Joe Thuney, G,NE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Marvin Hall, WR,ATL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Kasen Williams, WR,CLE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Chris Conley, WR,KC,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Marshall Koehn, PK,CIN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Kameron Canaday, LS,PIT,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,De'Angelo Henderson, RB,DEN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Tony McRae, CB,BUF/CIN/BAL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Jameis Winston, QB,TB,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Ricardo Louis, WR,CLE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Joshua Holsey, CB,WSH,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,D.J. Humphries, OT,ARI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Halapoulivaati Vaitai, OT,PHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
,
1281,Ka'imi Fairbairn, PK,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Paul Perkins, RB,NYG,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Nelson Agholor, WR,PHI,0,1,1,0.0,0,0,0,0,0,0,0,0,1,2017
NA,Derek Hart, LS,GB,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Eric Saubert, TE,ATL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Alex Barrett, DE,DET,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Stefon Diggs, WR,MIN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,T.J. Yeldon, RB,JAX,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Reid Ferguson, LS,BUF,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Sterling Shepard, WR,NYG,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Isaac Seumalo, G,PHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Deon King, LB,CLE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Corey Coleman, WR,CLE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Greg Mabin, CB,BUF/SF,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,C.J. Beathard, QB,SF,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Jaleel Johnson, DT,MIN,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Jack Conklin, OT,TEN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Justin Vogel, P,GB,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Trae Elston, S,BUF/PHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Jerrol Garcia-Williams, LB,DEN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Brandon Wilson, S,CIN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,George Kittle, TE,SF,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Wendell Smallwood, RB,PHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Tashawn Bower, DE,MIN,0,1,1,1.0,7,0,0,0,0,0,0,0,0,2017
NA,Corey Davis, WR,TEN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Demarcus Robinson, WR,KC,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Jaelen Strong, WR,JAX/HOU,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Austin Hooper, TE,ATL,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Mike Williams, WR,LAC,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Tyrique Jarrett, NT,DEN,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Brandon Banks, DL,WSH,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Jake Elliott, PK,PHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Nigel Harris, LB,NYG/LAC,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Montravius Adams, DT,GB,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Jermaine Grace, LB,ATL/IND,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Elijah Qualls, DT,PHI,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Dominique Alexander, LB,CLE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Will Fuller V, WR,HOU,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Isaac Rochell, DE,LAC,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Kai Nacua, DB,CLE,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
,
1321,Maurice Smith, S,MIA,0,1,1,0.0,0,1,0,0,0,0,0,0,0,2017
NA,Antonio Hamilton, CB,OAK,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Victor Bolden Jr., WR,SF,0,1,1,0.0,0,0,0,0,0,0,2,0,0,2017
NA,Jaylen Hill, CB,BAL,0,1,1,0.0,0,1,0,0,0,0,0,0,0,2017
NA,Jason Vander Laan, TE,IND,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Kareem Hunt, RB,KC,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Michael Roberts, TE,DET,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Chad Williams, WR,ARI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Tarik Cohen, RB,CHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Aldrick Rosas, PK,NYG,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Josh Malone, WR,CIN,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Tyreek Hill, WR,KC,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Dalvin Cook, RB,MIN,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Travis Rudolph, WR,NYG,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Edmond Robinson, LB,NYJ,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Henry Krieger-Coble, TE,IND,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Ali Marpet, C,TB,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Gerald Everett, TE,LAR,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Adam Shaheen, TE,CHI,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Krishawn Hogan, WR,IND,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2017
NA,1341,Tom Brady, QB,NE,0,0,0,0.0,0,0,0,0,0,0,0,0,2017
0,
NA,Josh McCown, QB,NYJ,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Carson Palmer, QB,ARI,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Eli Manning, QB,NYG,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Ben Roethlisberger, QB,PIT,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Greg Robinson, OT,DET,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Aaron Rodgers, QB,GB,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Frank Gore, RB,IND,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,L.P. Ladouceur, LS,DAL,0,0,0,0.0,0,0,0,0,0,0,0,1,0,2017
NA,Jay Cutler, QB,MIA,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,
NA,Matt Ryan, QB,ATL,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,John Sullivan, C,LAR,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,LeSean McCoy, RB,BUF,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Max Unger, C,NO,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Andre Roberts, WR,ATL,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Rob Gronkowski, TE,NE,0,0,0,0.0,0,1,0,0,0,0,0,0,0,2017
NA,Russell Okung, OT,LAC,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Marshall Newhouse, OT,OAK,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Jeff Cumberland, TE,LAC,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
NA,Antonio Brown, WR,PIT,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017
,
1,Bobby Wagner, LB,SEA,82,85,167,4.5,27,3,1,9,9,0,0,1,0,2016
2,Zach Brown, LB,BUF,52,97,149,4.0,17,4,1,0,0,0,2,0,0,2016
3,Christian Kirksey, LB,CLE,52,96,148,2.5,16,3,0,0,0,0,0,0,0,2016
4,Sean Lee, LB,DAL,52,93,145,0.0,0,1,0,0,0,0,0,1,0,2016
NA,Kwon Alexander, LB,TB,37,108,145,3.0,8,7,1,38,38,1,1,1,0,2016
6,Preston Brown, LB,BUF,60,79,139,1.0,5,1,0,0,0,0,1,2,0,2016
7,Alec Ogletree, LB,LAR,38,98,136,0.0,0,11,2,15,8,0,1,1,0,2016
8,Tahir Whitehead, LB,DET,33,99,132,0.0,0,5,0,0,0,0,0,0,0,2016
NA,Paul Posluszny, LB,JAX,36,96,132,1.5,17,3,1,0,0,0,0,0,0,2016
NA,Zachary Orr, LB,BAL,41,91,132,0.0,0,5,3,23,14,0,1,2,0,2016
NA,11,Benardrick McKinney, LB,HOU,50,79,129,5.0,31,2,0,0,0,0,1,0,2016
0,12,Johnathan Cyprien, S,JAX,31,97,128,1.0,2,4,0,0,0,0,1,1,2016
0,13,K.J. Wright, LB,SEA,54,72,126,4.0,7,5,0,0,0,0,1,1,2016
0,14,Landon Collins, S,NYG,25,100,125,4.0,39,13,5,72,44,1,0,1,2016
0,15,Mason Foster, LB,WSH,35,89,124,1.0,1,3,0,0,0,0,2,0,2016
0,16,Mark Barron, LB,LAR,27,91,118,1.0,8,8,2,8,7,0,0,1,2016
0,
NA,Telvin Smith, LB,JAX,20,98,118,1.0,0,8,2,0,0,0,0,1,0,2016
18,Kiko Alonso, LB,MIA,46,69,115,0.0,0,4,2,70,60,1,1,4,0,2016
NA,Craig Robertson, LB,NO,44,71,115,1.0,6,4,1,29,29,0,0,2,0,2016
20,Karlos Dansby, LB,CIN,45,69,114,1.0,0,6,0,0,0,0,0,1,0,2016
NA,
NA,Lawrence Timmons, LB,PIT,36,78,114,2.5,22,5,2,74,58,0,1,0,0,2016
22,Jerrell Freeman, LB,CHI,24,86,110,0.0,0,5,0,0,0,0,0,0,0,2016
NA,Antoine Bethea, S,SF,15,95,110,0.0,0,3,1,0,0,0,1,1,0,2016
24,Eric Kendricks, LB,MIN,39,70,109,2.5,26,9,1,77,77,1,1,1,0,2016
25,Deion Jones, LB,ATL,33,75,108,0.0,0,11,3,165,90,2,1,0,0,2016
26,Keanu Neal, S,ATL,34,72,106,0.0,0,8,0,0,0,0,5,1,0,2016
NA,Will Compton, LB,WSH,45,61,106,0.0,0,5,1,5,5,0,1,2,0,2016
NA,Thomas Davis, LB,CAR,33,73,106,2.5,17,4,3,35,31,0,1,2,1,2016
29,Avery Williamson, LB,TEN,31,72,103,2.0,14,1,1,0,0,0,1,0,0,2016
NA,Malcolm Smith, LB,OAK,17,86,103,0.0,0,3,1,0,0,0,2,1,0,2016
NA,31,Nigel Bradham, LB,PHI,33,69,102,2.0,14,5,1,28,28,0,2,1,2016
0,
NA,Luke Kuechly, LB,CAR,31,71,102,2.0,16,6,1,1,1,0,1,0,0,2016
33,Vontaze Burfict, LB,CIN,28,73,101,2.0,11,8,2,54,47,0,1,0,0,2016
34,Demario Davis, LB,CLE,40,59,99,2.0,20,2,0,0,0,0,1,0,0,2016
35,Todd Davis, LB,DEN,33,63,96,0.5,3,3,0,0,0,0,1,1,0,2016
NA,Jonathan Casillas, LB,NYG,35,61,96,1.5,4,8,0,0,0,0,1,0,0,2016
NA,Tony Jefferson, S,ARI,18,78,96,2.0,15,5,0,0,0,0,2,2,0,2016
38,David Harris, LB,NYJ,32,63,95,0.5,3,2,0,0,0,0,0,0,0,2016
NA,Kurt Coleman, S,CAR,29,66,95,1.0,8,7,4,57,37,1,1,0,0,2016
40,Morgan Burnett, S,GB,23,70,93,3.0,26,9,2,19,19,0,0,1,0,2016
,
41,Logan Ryan, CB,NE,18,74,92,1.0,12,11,2,44,46,0,1,0,0,2016
NA,C.J. Mosley, LB,BAL,36,56,92,0.0,0,8,4,40,28,0,1,0,0,2016
43,Harrison Smith, S,MIN,22,69,91,2.0,15,2,0,0,0,0,0,1,0,2016
NA,Patrick Chung, S,NE,39,52,91,1.0,12,3,1,4,4,0,0,0,0,2016
NA,Deone Bucannon, LB,ARI,25,66,91,0.0,0,4,0,0,0,0,0,1,0,2016
NA,Bradley McDougald, S,TB,12,79,91,0.0,0,10,2,32,32,0,0,1,0,2016
47,Ricardo Allen, S,ATL,29,61,90,0.0,0,3,2,3,3,0,0,0,0,2016
NA,Derrick Johnson, LB,KC,20,70,90,1.0,8,3,1,55,55,1,0,0,0,2016
49,Tavon Wilson, S,DET,15,74,89,1.0,5,2,2,23,18,0,0,1,0,2016
NA,Eric Weddle, S,BAL,41,48,89,1.0,5,13,4,92,53,0,1,0,0,2016
NA,51,Byron Jones, S,DAL,15,73,88,0.0,0,10,1,7,7,0,1,0,2016
0,
NA,Daryl Worley, CB,CAR,25,63,88,1.0,7,9,1,22,22,0,0,0,0,2016
53,Corey Graham, S,BUF,25,62,87,1.0,9,9,1,0,0,0,0,1,0,2016
NA,T.J. Ward, S,DEN,18,69,87,1.0,8,8,1,23,23,0,3,2,0,2016
NA,Vonn Bell, S,NO,26,61,87,1.0,8,4,0,0,0,0,2,1,0,2016
NA,Ryan Shazier, LB,PIT,32,55,87,3.5,29,9,3,0,0,0,3,1,0,2016
NA,Lavonte David, LB,TB,20,67,87,5.0,39,4,1,15,15,1,4,2,0,2016
58,Vincent Rey, LB,CIN,35,51,86,0.0,0,7,1,6,6,0,0,1,0,2016
NA,Damon Harrison, DT,NYG,31,55,86,2.5,26,1,0,0,0,0,1,0,0,2016
60,Barry Church, S,DAL,24,61,85,0.0,0,4,2,14,14,0,1,0,0,2016
NA,
NA,Jordan Hicks, LB,PHI,27,58,85,1.0,3,11,5,41,34,0,0,1,0,2016
NA,Kam Chancellor, S,SEA,35,50,85,0.0,0,8,2,5,5,0,1,0,0,2016
63,Devin McCourty, S,NE,16,67,83,0.0,0,7,1,0,0,0,1,1,0,2016
NA,Keenan Robinson, LB,NYG,29,54,83,0.0,0,7,0,0,0,0,0,0,0,2016
NA,Rodney McLeod, S,PHI,11,72,83,1.0,7,7,3,5,5,0,1,0,0,2016
NA,Nick Bellore, LB,SF,23,60,83,1.0,11,5,1,4,4,0,2,1,0,2016
NA,Gerald Hodges, LB,SF,28,55,83,3.0,10,2,2,27,21,0,1,1,0,2016
68,Jake Ryan, LB,GB,25,57,82,0.0,0,3,0,0,0,0,0,0,0,2016
NA,Jairus Byrd, S,NO,26,56,82,0.0,0,3,2,35,24,0,0,0,0,2016
70,Shawn Williams, S,CIN,22,59,81,1.0,4,5,3,14,13,0,0,0,0,2016
NA,
NA,Kevin Minter, LB,ARI,22,59,81,3.5,28,2,0,0,0,0,0,0,0,2016
NA,DeShawn Shead, CB,SEA,24,57,81,0.0,0,14,1,2,2,0,1,0,0,2016
73,Ha Ha Clinton-Dix, S,GB,18,62,80,0.5,3,7,5,75,27,0,1,0,0,2016
74,Mike Adams, S,IND,17,62,79,0.0,0,2,2,56,56,0,2,2,0,2016
NA,Jatavis Brown, LB,LAC,15,64,79,3.5,24,6,0,0,0,0,2,1,0,2016
76,Harold Jones-Quartey, DB,CHI,12,66,78,0.0,0,5,1,0,0,0,0,0,0,2016
NA,Anthony Hitchens, LB,DAL,39,39,78,1.5,12,1,0,0,0,0,0,0,0,2016
NA,Von Miller, LB,DEN,16,62,78,13.5,65,3,0,0,0,0,3,0,0,2016
NA,D'Qwell Jackson, LB,IND,26,52,78,1.0,12,3,0,0,0,0,0,2,0,2016
NA,Isa Abdul-Quddus, S,MIA,28,50,78,1.0,2,5,2,16,9,0,0,0,0,2016
,
81,Mike Mitchell, S,PIT,23,55,78,0.0,0,9,1,26,26,0,0,1,0,2016
82,Eric Berry, S,KC,15,62,77,0.0,0,9,4,98,42,2,1,0,0,2016
NA,Linval Joseph, DT,MIN,40,37,77,4.0,22,0,0,0,0,0,3,0,0,2016
84,Lorenzo Alexander, LB,BUF,20,56,76,12.5,74,6,1,28,28,0,3,0,0,2016
NA,Ramik Wilson, LB,KC,15,61,76,0.0,0,3,1,6,6,0,1,2,0,2016
NA,Vernon Hargreaves III, CB,TB,8,68,76,0.0,0,9,1,0,0,0,1,0,0,2016
87,Korey Toomer, LB,LAC,22,53,75,1.0,1,2,0,0,0,0,3,1,0,2016
88,George Iloka, S,CIN,25,49,74,0.0,0,7,3,21,21,0,0,0,0,2016
89,Khalil Mack, DE,OAK,19,54,73,11.0,75,3,1,6,6,1,5,3,0,2016
NA,Darron Lee, LB,NYJ,28,45,73,1.0,7,3,0,0,0,0,0,0,0,2016
NA,
NA,DeForest Buckner, DE,SF,30,43,73,6.0,26,1,0,0,0,0,0,2,0,2016
NA,Bashaud Breeland, CB,WSH,11,62,73,1.0,3,11,3,32,26,0,2,0,0,2016
NA,Lardarius Webb, S,BAL,14,59,73,1.0,10,5,1,0,0,0,0,0,0,2016
94,Ndamukong Suh, DT,MIA,31,41,72,5.0,38,6,0,0,0,0,0,1,0,2016
NA,Malcolm Jenkins, S,PHI,25,47,72,1.0,10,9,3,98,64,2,0,1,0,2016
NA,Denzel Perryman, LB,LAC,16,56,72,2.0,8,2,1,1,1,0,0,0,0,2016
97,Joe Thomas, LB,GB,15,55,70,0.0,0,5,1,9,9,0,0,1,0,2016
NA,Anthony Barr, LB,MIN,33,37,70,2.0,15,4,0,0,0,0,1,1,0,2016
NA,Sean Davis, S,PIT,15,55,70,1.5,10,5,1,0,0,0,0,1,0,2016
100,Ronald Darby, CB,BUF,9,60,69,0.0,0,12,0,0,0,0,0,0,0,2016
NA,
NA,Jamie Collins Sr., LB,CLE/NE,21,48,69,2.0,17,0,0,0,0,0,1,0,0,2016
NA,Blake Martinez, LB,GB,22,47,69,1.0,5,4,1,4,4,0,0,0,0,2016
NA,Jason McCourty, CB,TEN,9,60,69,0.0,0,12,2,7,6,0,0,1,0,2016
NA,Andrew Sendejo, S,MIN,24,45,69,0.5,5,4,2,18,16,0,0,2,0,2016
NA,Marcus Cooper Sr., CB,ARI,6,63,69,0.0,0,11,4,95,60,1,0,0,0,2016
NA,Chris Conte, S,TB,10,59,69,0.0,0,5,2,73,53,1,0,1,0,2016
107,Darian Stewart, S,DEN,13,55,68,0.0,0,6,3,36,25,0,1,1,0,2016
NA,Corey Nelson, LB,DEN,21,47,68,0.0,0,5,0,0,0,0,0,1,0,2016
NA,Glover Quin, S,DET,13,55,68,0.0,0,5,2,0,0,0,1,0,0,2016
NA,Kenny Vaccaro, S,NO,17,51,68,1.0,1,5,2,30,30,0,2,1,0,2016
NA,
NA,Leonard Williams, DE,NYJ,32,36,68,7.0,48,0,0,0,0,0,2,0,0,2016
112,Tony Lippett, CB,MIA,22,45,67,0.0,0,10,4,0,0,0,0,0,0,2016
NA,Josh Norman, CB,WSH,15,52,67,0.0,0,19,3,38,35,0,2,0,0,2016
114,Danny Trevathan, LB,CHI,17,49,66,1.0,7,4,0,0,0,0,0,0,0,2016
NA,Adam Jones, CB,CIN,12,54,66,0.0,0,7,1,2,2,0,1,0,0,2016
NA,Edwin Jackson, LB,IND,19,47,66,2.0,0,0,0,0,0,0,0,0,0,2016
NA,Lamarcus Joyner, S,LAR,16,50,66,1.0,7,5,0,0,0,0,1,0,0,2016
NA,D.J. Swearinger, S,ARI,8,58,66,2.0,13,8,3,13,12,0,0,0,0,2016
NA,Donte Whitner, DB,WSH,17,49,66,0.0,0,0,0,0,0,0,1,0,0,2016
NA,Duke Ihenacho, S,WSH,12,54,66,0.0,0,2,0,0,0,0,0,0,0,2016
,
121,Adrian Amos, S,CHI,8,57,65,0.0,0,4,0,0,0,0,1,1,0,2016
NA,Steven Nelson, CB,KC,6,59,65,0.0,0,16,0,0,0,0,0,2,0,2016
NA,Reggie Nelson, S,OAK,15,50,65,0.0,0,12,5,74,40,0,0,2,0,2016
NA,Dont'a Hightower, LB,NE,34,31,65,2.5,22,2,0,0,0,0,1,0,0,2016
NA,Artie Burns, CB,PIT,13,52,65,0.0,0,13,3,13,9,0,0,0,0,2016
NA,Jalen Ramsey, CB,JAX,10,55,65,0.0,0,14,2,65,35,1,1,0,0,2016
NA,Brian Cushing, LB,HOU,27,38,65,0.0,0,1,0,0,0,0,0,0,0,2016
